0,1,2,3,4,5,6,7,8,9,10
"ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ ПО ПОЛУ И ВОЗРАСТУ  
 на 1 января 2024 года ",,,,,,,,,,Содержание
Нижегородская область,,,,,,,,,,
(человек),,,,,,,,,,
,,,,,,,,,,
,Всё население,,,Городское население,,,Сельское население,,,
,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,
Всего,3060335,1384880,1675455,2449532,1091638,1357894,610803,293242,317561,
"в том числе в возрасте, лет",,,,,,,,,,
до 1 ,23056,11884,11172,19019,9804,9215,4037,2080,1957,
1,23915,12241,11674,19788,10164,9624,4127,2077,2050,
2,26036,13400,12636,21612,11108,10504,4424,2292,2132,
3,27583,14267,13316,22945,11893,11052,4638,2374,2264,
4,28599,14664,13935,23956,12293,11663,4643,2371,2272,
5,31887,16610,15277,26599,13849,12750,5288,2761,2527,
6,34147,17632,16515,28581,14772,13809,5566,2860,2706,
7,38481,19777,18704,32405,16635,15770,6076,3142,2934,
8,40099,20641,19458,33586,17286,16300,6513,3355,3158,
9,38491,19778,18713,30968,15907,15061,7523,3871,3652,
10,38316,19574,18742,30648,15604,15044,7668,3970,3698,
11,38368,19630,18738,30623,15743,14880,7745,3887,3858,
12,36092,18576,17516,28678,14751,13927,7414,3825,3589,
13,34492,17593,16899,27925,14199,13726,6567,3394,3173,
14,34773,17958,16815,28124,14488,13636,6649,3470,3179,
15,33969,17422,16547,27233,13946,13287,6736,3476,3260,
16,31925,16459,15466,25773,13275,12498,6152,3184,2968,
17,29923,15279,14644,24114,12360,11754,5809,2919,2890,
18,30116,15407,14709,24459,12367,12092,5657,3040,2617,
19,30554,15740,14814,24404,12251,12153,6150,3489,2661,
20,30672,15889,14783,24911,12687,12224,5761,3202,2559,
21,29488,15253,14235,23890,12035,11855,5598,3218,2380,
22,26554,13787,12767,20902,10579,10323,5652,3208,2444,
23,27755,14273,13482,22175,11122,11053,5580,3151,2429,
24,25549,13069,12480,20370,10214,10156,5179,2855,2324,
25,28116,14469,13647,22928,11587,11341,5188,2882,2306,
26,26482,13561,12921,21418,10742,10676,5064,2819,2245,
27,28251,14655,13596,22906,11698,11208,5345,2957,2388,
28,30190,15392,14798,24398,12213,12185,5792,3179,2613,
29,30119,15478,14641,24271,12261,12010,5848,3217,2631,
30,29785,14968,14817,24010,11829,12181,5775,3139,2636,
31,33685,16824,16861,27203,13356,13847,6482,3468,3014,
