0,1,2,3,4,5,6,7,8,9,10
"ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ ПО ПОЛУ И ВОЗРАСТУ  
 на 1 января 2024 года ",,,,,,,,,,Содержание
Дальневосточный федеральный округ,,,,,,,,,,
(человек),,,,,,,,,,
,,,,,,,,,,
,Всё население,,,Городское население,,,Сельское население,,,
,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,
Всего,7866344,3715588,4150756,5806492,2707459,3099033,2059852,1008129,1051723,
"в том числе в возрасте, лет",,,,,,,,,,
до 1 ,76557,39412,37145,54535,28104,26431,22022,11308,10714,
1,80209,41087,39122,57250,29276,27974,22959,11811,11148,
2,82295,41727,40568,60111,30471,29640,22184,11256,10928,
3,85468,43439,42029,62211,31564,30647,23257,11875,11382,
4,87448,44481,42967,63454,32087,31367,23994,12394,11600,
5,93691,47908,45783,67765,34711,33054,25926,13197,12729,
6,98257,50101,48156,71655,36440,35215,26602,13661,12941,
7,108651,55293,53358,79320,40270,39050,29331,15023,14308,
8,113114,57316,55798,82040,41574,40466,31074,15742,15332,
9,113444,58136,55308,80108,40987,39121,33336,17149,16187,
10,112850,58038,54812,79513,40859,38654,33337,17179,16158,
11,112850,57579,55271,80296,41000,39296,32554,16579,15975,
12,107527,54990,52537,75309,38453,36856,32218,16537,15681,
13,105711,54281,51430,73949,38067,35882,31762,16214,15548,
14,103780,53218,50562,72164,36976,35188,31616,16242,15374,
15,101722,51889,49833,70516,35885,34631,31206,16004,15202,
16,97763,50151,47612,68730,35267,33463,29033,14884,14149,
17,89679,45650,44029,64523,32926,31597,25156,12724,12432,
18,96664,52480,44184,71915,38549,33366,24749,13931,10818,
19,99896,56219,43677,73261,40365,32896,26635,15854,10781,
20,94160,50855,43305,68952,36962,31990,25208,13893,11315,
21,88598,47317,41281,64020,33902,30118,24578,13415,11163,
22,86851,46413,40438,63185,33541,29644,23666,12872,10794,
23,89741,47338,42403,66303,35011,31292,23438,12327,11111,
24,81746,43072,38674,60514,31596,28918,21232,11476,9756,
25,82068,42240,39828,61068,31058,30010,21000,11182,9818,
26,75600,38903,36697,55965,28433,27532,19635,10470,9165,
27,84882,43549,41333,63481,32081,31400,21401,11468,9933,
28,88932,44989,43943,67914,33641,34273,21018,11348,9670,
29,87599,44696,42903,66094,33070,33024,21505,11626,9879,
30,88896,44394,44502,68196,33419,34777,20700,10975,9725,
31,98017,48770,49247,75389,36877,38512,22628,11893,10735,
32,110716,55176,55540,85033,41796,43237,25683,13380,12303,
33,129561,64383,65178,100283,49344,50939,29278,15039,14239,
34,133539,66584,66955,102444,50543,51901,31095,16041,15054,
35,135594,67076,68518,103740,50624,53116,31854,16452,15402,
36,143701,71537,72164,109524,53843,55681,34177,17694,16483,
37,143796,71755,72041,110299,54243,56056,33497,17512,15985,
38,140205,69999,70206,107711,53033,54678,32494,16966,15528,
39,134149,66129,68020,102056,49804,52252,32093,16325,15768,
40,136586,67012,69574,103999,50249,53750,32587,16763,15824,
41,132367,64246,68121,100948,48307,52641,31419,15939,15480,
42,123610,60280,63330,93832,45203,48629,29778,15077,14701,
43,130588,63578,67010,100337,48199,52138,30251,15379,14872,
44,121334,58890,62444,91948,44026,47922,29386,14864,14522,
45,121350,58473,62877,92186,43892,48294,29164,14581,14583,
46,114260,54849,59411,86057,40717,45340,28203,14132,14071,
47,117771,55943,61828,89266,41834,47432,28505,14109,14396,
48,115896,54722,61174,87864,40814,47050,28032,13908,14124,
49,109966,52505,57461,82870,38960,43910,27096,13545,13551,
50,104928,49551,55377,78597,36717,41880,26331,12834,13497,
51,105286,49312,55974,78620,36278,42342,26666,13034,13632,
