0,1,2,3,4,5,6,7,8,9,10
"ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ ПО ПОЛУ И ВОЗРАСТУ  
 на 1 января 2024 года ",,,,,,,,,,Содержание
Воронежская область,,,,,,,,,,
(человек),,,,,,,,,,
,,,,,,,,,,
,Всё население,,,Городское население,,,Сельское население,,,
,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,
Всего,2273417,1049797,1223620,1556609,710588,846021,716808,339209,377599,
"в том числе в возрасте, лет",,,,,,,,,,
до 1 ,16347,8471,7876,11850,6170,5680,4497,2301,2196,
1,17181,8933,8248,12556,6489,6067,4625,2444,2181,
2,18587,9572,9015,13618,6973,6645,4969,2599,2370,
3,19180,9792,9388,14001,7143,6858,5179,2649,2530,
4,19765,10262,9503,14528,7490,7038,5237,2772,2465,
5,21726,11109,10617,15973,8156,7817,5753,2953,2800,
6,22750,11680,11070,16538,8493,8045,6212,3187,3025,
7,25371,13069,12302,18805,9707,9098,6566,3362,3204,
8,26401,13683,12718,19406,10030,9376,6995,3653,3342,
9,25979,13297,12682,17645,9019,8626,8334,4278,4056,
10,25763,13109,12654,17438,8876,8562,8325,4233,4092,
11,26406,13512,12894,17852,9132,8720,8554,4380,4174,
12,24788,12640,12148,16756,8515,8241,8032,4125,3907,
13,23935,12378,11557,16175,8418,7757,7760,3960,3800,
14,24197,12358,11839,16163,8273,7890,8034,4085,3949,
15,23509,12156,11353,15471,7990,7481,8038,4166,3872,
16,22177,11424,10753,14871,7655,7216,7306,3769,3537,
17,20946,10712,10234,14405,7369,7036,6541,3343,3198,
18,21692,11175,10517,15456,8125,7331,6236,3050,3186,
19,22700,11521,11179,16310,8446,7864,6390,3075,3315,
20,22589,11755,10834,16126,8521,7605,6463,3234,3229,
21,21678,11284,10394,15365,8232,7133,6313,3052,3261,
22,20567,10569,9998,14055,7280,6775,6512,3289,3223,
23,20677,10616,10061,13630,6972,6658,7047,3644,3403,
24,18804,9423,9381,12354,6229,6125,6450,3194,3256,
25,20258,10371,9887,13070,6609,6461,7188,3762,3426,
26,19874,10026,9848,12990,6520,6470,6884,3506,3378,
27,21281,10716,10565,14334,7057,7277,6947,3659,3288,
28,23533,11880,11653,16413,8145,8268,7120,3735,3385,
29,25561,13142,12419,18387,9213,9174,7174,3929,3245,
30,27365,14206,13159,20288,10229,10059,7077,3977,3100,
31,31639,15783,15856,25258,12166,13092,6381,3617,2764,
32,32962,16369,16593,26130,12804,13326,6832,3565,3267,
33,36987,18434,18553,28099,13417,14682,8888,5017,3871,
34,37748,18840,18908,28282,13790,14492,9466,5050,4416,
35,39721,19666,20055,29007,13961,15046,10714,5705,5009,
36,40633,20375,20258,29264,14282,14982,11369,6093,5276,
37,40629,20281,20348,29091,14216,14875,11538,6065,5473,
38,39072,19433,19639,27930,13527,14403,11142,5906,5236,
39,38626,19080,19546,27648,13358,14290,10978,5722,5256,
40,38456,18966,19490,27447,13185,14262,11009,5781,5228,
41,35304,17249,18055,25044,12080,12964,10260,5169,5091,
42,34051,16685,17366,23960,11487,12473,10091,5198,4893,
43,35461,17342,18119,24971,12030,12941,10490,5312,5178,
44,32796,16134,16662,22905,11083,11822,9891,5051,4840,
45,32396,15649,16747,22108,10515,11593,10288,5134,5154,
46,31588,15081,16507,21625,10232,11393,9963,4849,5114,
47,32419,15317,17102,22188,10294,11894,10231,5023,5208,
48,32166,15389,16777,21932,10328,11604,10234,5061,5173,
49,31456,14815,16641,21188,9734,11454,10268,5081,5187,
50,29807,13827,15980,19913,9128,10785,9894,4699,5195,
