0,1,2,3,4,5,6,7,8,9,10
"ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ ПО ПОЛУ И ВОЗРАСТУ  
 на 1 января 2024 года ",,,,,,,,,,Содержание
Оренбургская область,,,,,,,,,,
(человек),,,,,,,,,,
,,,,,,,,,,
,Всё население,,,Городское население,,,Сельское население,,,
,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,
Всего,1828656,847560,981096,1096718,495647,601071,731938,351913,380025,
"в том числе в возрасте, лет",,,,,,,,,,
до 1 ,15961,8208,7753,9501,4842,4659,6460,3366,3094,
1,16019,8299,7720,9616,4991,4625,6403,3308,3095,
2,17319,8908,8411,10124,5179,4945,7195,3729,3466,
3,17874,9216,8658,10520,5453,5067,7354,3763,3591,
4,18685,9683,9002,10861,5672,5189,7824,4011,3813,
5,20000,10415,9585,11539,5986,5553,8461,4429,4032,
6,20505,10563,9942,11568,5973,5595,8937,4590,4347,
7,23775,12160,11615,13693,7025,6668,10082,5135,4947,
8,25088,13000,12088,14339,7442,6897,10749,5558,5191,
9,25920,13285,12635,13916,7110,6806,12004,6175,5829,
10,26055,13398,12657,14052,7255,6797,12003,6143,5860,
11,26293,13669,12624,14110,7289,6821,12183,6380,5803,
12,24834,12656,12178,13382,6809,6573,11452,5847,5605,
13,25235,13060,12175,14614,7554,7060,10621,5506,5115,
14,23870,12335,11535,13184,6772,6412,10686,5563,5123,
15,22790,11857,10933,12365,6360,6005,10425,5497,4928,
16,21428,11074,10354,11838,6090,5748,9590,4984,4606,
17,19048,9828,9220,10864,5627,5237,8184,4201,3983,
18,19162,9893,9269,11498,5803,5695,7664,4090,3574,
19,20078,10719,9359,11538,5780,5758,8540,4939,3601,
20,20119,10692,9427,11794,6076,5718,8325,4616,3709,
21,18879,9656,9223,10911,5502,5409,7968,4154,3814,
22,17984,9266,8718,10363,5254,5109,7621,4012,3609,
23,18463,9526,8937,10789,5456,5333,7674,4070,3604,
24,17536,9044,8492,10241,5160,5081,7295,3884,3411,
25,18459,9447,9012,10575,5319,5256,7884,4128,3756,
26,17587,8959,8628,10019,5061,4958,7568,3898,3670,
27,18115,9234,8881,10209,5102,5107,7906,4132,3774,
28,18881,9519,9362,11229,5559,5670,7652,3960,3692,
29,19269,9616,9653,12666,6165,6501,6603,3451,3152,
30,18629,9145,9484,13153,6312,6841,5476,2833,2643,
31,19122,9148,9974,14809,6940,7869,4313,2208,2105,
32,21662,10497,11165,16437,7770,8667,5225,2727,2498,
33,24389,11813,12576,17879,8447,9432,6510,3366,3144,
34,27116,13280,13836,19729,9473,10256,7387,3807,3580,
35,28551,14040,14511,20104,9676,10428,8447,4364,4083,
36,30264,14883,15381,20833,10011,10822,9431,4872,4559,
37,31627,15376,16251,22043,10450,11593,9584,4926,4658,
38,31832,15565,16267,22641,10807,11834,9191,4758,4433,
39,28972,14148,14824,19355,9189,10166,9617,4959,4658,
40,29649,14299,15350,19591,9147,10444,10058,5152,4906,
41,27676,13277,14399,17844,8199,9645,9832,5078,4754,
42,27444,13397,14047,17344,8199,9145,10100,5198,4902,
43,29567,14376,15191,19527,9242,10285,10040,5134,4906,
44,27088,12849,14239,17122,7915,9207,9966,4934,5032,
45,25993,12513,13480,16158,7672,8486,9835,4841,4994,
46,25210,11947,13263,15360,7209,8151,9850,4738,5112,
47,25905,12029,13876,16051,7332,8719,9854,4697,5157,
48,26190,12269,13921,16538,7662,8876,9652,4607,5045,
49,24192,11235,12957,14358,6568,7790,9834,4667,5167,
50,22961,10562,12399,13568,6116,7452,9393,4446,4947,
51,23469,10835,12634,13638,6163,7475,9831,4672,5159,
52,22821,10713,12108,13309,6152,7157,9512,4561,4951,
53,22835,10671,12164,12912,5902,7010,9923,4769,5154,
54,21998,10071,11927,12371,5504,6867,9627,4567,5060,
55,22139,10063,12076,12361,5422,6939,9778,4641,5137,
56,21378,9606,11772,11356,4958,6398,10022,4648,5374,
57,22397,10004,12393,11921,5041,6880,10476,4963,5513,
58,23742,10609,13133,12770,5532,7238,10972,5077,5895,
59,24044,10680,13364,12617,5449,7168,11427,5231,6196,
60,26457,11775,14682,14188,6045,8143,12269,5730,6539,
61,26961,11809,15152,14615,6051,8564,12346,5758,6588,
62,28652,12547,16105,15364,6337,9027,13288,6210,7078,
63,29312,12665,16647,16006,6497,9509,13306,6168,7138,
64,27928,11743,16185,15362,6004,9358,12566,5739,6827,
