0,1,2,3,4,5,6,7,8,9,10
"ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ ПО ПОЛУ И ВОЗРАСТУ  
 на 1 января 2024 года ",,,,,,,,,,Содержание
Тверская область,,,,,,,,,,
(человек),,,,,,,,,,
,,,,,,,,,,
,Всё население,,,Городское население,,,Сельское население,,,
,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,
Всего,1199747,546760,652987,915193,408318,506875,284554,138442,146112,
"в том числе в возрасте, лет",,,,,,,,,,
до 1 ,8338,4325,4013,6614,3452,3162,1724,873,851,
1,8778,4525,4253,6867,3566,3301,1911,959,952,
2,9398,4710,4688,7380,3704,3676,2018,1006,1012,
3,9977,5171,4806,7925,4063,3862,2052,1108,944,
4,10547,5359,5188,8310,4214,4096,2237,1145,1092,
5,11387,5865,5522,9082,4665,4417,2305,1200,1105,
6,12502,6472,6030,10125,5230,4895,2377,1242,1135,
7,14106,7114,6992,11554,5851,5703,2552,1263,1289,
8,14286,7373,6913,11616,6029,5587,2670,1344,1326,
9,14501,7431,7070,11121,5727,5394,3380,1704,1676,
10,14482,7427,7055,11067,5717,5350,3415,1710,1705,
11,15040,7681,7359,11541,5870,5671,3499,1811,1688,
12,14283,7291,6992,10967,5623,5344,3316,1668,1648,
13,12813,6517,6296,9731,4957,4774,3082,1560,1522,
14,12412,6299,6113,9390,4748,4642,3022,1551,1471,
15,13667,6914,6753,10700,5364,5336,2967,1550,1417,
16,12790,6664,6126,9956,5189,4767,2834,1475,1359,
17,10821,5452,5369,8322,4162,4160,2499,1290,1209,
18,10944,5553,5391,8796,4457,4339,2148,1096,1052,
19,10742,5632,5110,8452,4448,4004,2290,1184,1106,
20,11720,6217,5503,9320,4941,4379,2400,1276,1124,
21,11317,5872,5445,8976,4666,4310,2341,1206,1135,
22,10700,5677,5023,8309,4381,3928,2391,1296,1095,
23,11215,5857,5358,8714,4603,4111,2501,1254,1247,
24,10629,5549,5080,8330,4284,4046,2299,1265,1034,
25,10301,5385,4916,7962,4116,3846,2339,1269,1070,
26,9501,4896,4605,7284,3667,3617,2217,1229,988,
27,10517,5512,5005,8270,4257,4013,2247,1255,992,
28,10913,5538,5375,8469,4227,4242,2444,1311,1133,
29,10699,5473,5226,8295,4094,4201,2404,1379,1025,
30,11521,5895,5626,8841,4430,4411,2680,1465,1215,
31,13293,6785,6508,10312,5142,5170,2981,1643,1338,
32,15225,7619,7606,11814,5775,6039,3411,1844,1567,
33,17960,9198,8762,13946,6938,7008,4014,2260,1754,
34,19096,9852,9244,14946,7583,7363,4150,2269,1881,
35,19917,10109,9808,15480,7688,7792,4437,2421,2016,
36,20692,10496,10196,15975,7893,8082,4717,2603,2114,
37,20654,10645,10009,15976,7952,8024,4678,2693,1985,
38,20272,10372,9900,15838,7845,7993,4434,2527,1907,
39,19785,9924,9861,15358,7422,7936,4427,2502,1925,
40,20207,10084,10123,15562,7522,8040,4645,2562,2083,
41,18923,9385,9538,14688,7056,7632,4235,2329,1906,
42,18326,9043,9283,14102,6779,7323,4224,2264,1960,
43,19207,9584,9623,15108,7338,7770,4099,2246,1853,
44,17897,8813,9084,13882,6630,7252,4015,2183,1832,
45,17755,8495,9260,13845,6441,7404,3910,2054,1856,
46,17129,8266,8863,13032,6059,6973,4097,2207,1890,
47,17740,8480,9260,13584,6289,7295,4156,2191,1965,
48,17754,8442,9312,13711,6340,7371,4043,2102,1941,
49,16885,8083,8802,12901,5981,6920,3984,2102,1882,
50,16015,7708,8307,12265,5747,6518,3750,1961,1789,
51,16291,7615,8676,12355,5628,6727,3936,1987,1949,
52,15950,7476,8474,12083,5518,6565,3867,1958,1909,
53,16392,7724,8668,12298,5662,6636,4094,2062,2032,
54,14815,6800,8015,11088,4939,6149,3727,1861,1866,
55,14741,6663,8078,10901,4779,6122,3840,1884,1956,
56,14323,6334,7989,10491,4518,5973,3832,1816,2016,
57,15510,6845,8665,11254,4857,6397,4256,1988,2268,
58,16042,7080,8962,11697,4971,6726,4345,2109,2236,
59,16475,7106,9369,12044,5005,7039,4431,2101,2330,
60,17437,7628,9809,12730,5341,7389,4707,2287,2420,
61,17871,7498,10373,12873,5138,7735,4998,2360,2638,
62,19357,8111,11246,13938,5589,8349,5419,2522,2897,
63,20127,8297,11830,14554,5698,8856,5573,2599,2974,
64,18930,7596,11334,13622,5165,8457,5308,2431,2877,
65,18779,7454,11325,13562,5150,8412,5217,2304,2913,
66,18270,7136,11134,13330,4938,8392,4940,2198,2742,
67,17633,6742,10891,13056,4779,8277,4577,1963,2614,
68,17332,6407,10925,12721,4424,8297,4611,1983,2628,
69,16571,6033,10538,12157,4177,7980,4414,1856,2558,
70,14916,5281,9635,11109,3770,7339,3807,1511,2296,
71,14487,5051,9436,10861,3595,7266,3626,1456,2170,
72,13405,4467,8938,10047,3168,6879,3358,1299,2059,
73,13832,4678,9154,10324,3350,6974,3508,1328,2180,
74,13345,4138,9207,10063,2955,7108,3282,1183,2099,
75,10237,3167,7070,7838,2257,5581,2399,910,1489,
76,9563,2981,6582,7405,2192,5213,2158,789,1369,
77,8081,2429,5652,6192,1808,4384,1889,621,1268,
78,4657,1399,3258,3645,1053,2592,1012,346,666,
79,3184,884,2300,2464,659,1805,720,225,495,
80,2438,660,1778,1913,507,1406,525,153,372,
81,3748,883,2865,2770,601,2169,978,282,696,
82,6350,1309,5041,4746,927,3819,1604,382,1222,
83,5605,1162,4443,4229,835,3394,1376,327,1049,
84,5877,1126,4751,4372,778,3594,1505,348,1157,
85,5108,878,4230,3846,628,3218,1262,250,1012,
86,4502,828,3674,3413,562,2851,1089,266,823,
87,2902,496,2406,2204,350,1854,698,146,552,
88,2235,386,1849,1612,259,1353,623,127,496,
89,1387,233,1154,1010,158,852,377,75,302,
90,1266,179,1087,888,118,770,378,61,317,
91,1272,195,1077,878,143,735,394,52,342,
92,848,118,730,602,76,526,246,42,204,
93,793,88,705,580,66,514,213,22,191,
94,424,33,391,278,18,260,146,15,131,
95,376,56,320,256,35,221,120,21,99,
96,173,17,156,98,6,92,75,11,64,
97,94,22,72,42,15,27,52,7,45,
98,93,14,79,61,9,52,32,5,27,
99,59,17,42,37,12,25,22,5,17,
100 и более,65,11,54,45,10,35,20,1,19,
