0,1,2,3,4,5,6,7,8,9,10
"ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ ПО ПОЛУ И ВОЗРАСТУ  
 на 1 января 2024 года ",,,,,,,,,,Содержание
Республика Татарстан,,,,,,,,,,
(человек),,,,,,,,,,
,,,,,,,,,,
,Всё население,,,Городское население,,,Сельское население,,,
,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,
Всего,4003016,1868606,2134410,3069163,1411296,1657867,933853,457310,476543,
"в том числе в возрасте, лет",,,,,,,,,,
до 1 ,36325,18842,17483,28634,14865,13769,7691,3977,3714,
1,36638,18844,17794,29222,15051,14171,7416,3793,3623,
2,41077,21159,19918,33083,17035,16048,7994,4124,3870,
3,41545,21262,20283,33383,17054,16329,8162,4208,3954,
4,42964,21971,20993,34512,17686,16826,8452,4285,4167,
5,47307,24140,23167,38207,19474,18733,9100,4666,4434,
6,49648,25440,24208,40581,20818,19763,9067,4622,4445,
7,57128,29670,27458,46864,24275,22589,10264,5395,4869,
8,57934,29604,28330,46920,24023,22897,11014,5581,5433,
9,57059,29305,27754,44821,22950,21871,12238,6355,5883,
10,56987,29331,27656,44744,22985,21759,12243,6346,5897,
11,56158,29020,27138,44026,22739,21287,12132,6281,5851,
12,50828,26113,24715,39715,20363,19352,11113,5750,5363,
13,48801,25223,23578,37774,19519,18255,11027,5704,5323,
14,46759,23884,22875,36035,18340,17695,10724,5544,5180,
15,44703,22900,21803,34244,17572,16672,10459,5328,5131,
16,41363,21242,20121,31793,16313,15480,9570,4929,4641,
17,37265,19114,18151,28771,14672,14099,8494,4442,4052,
18,38255,18798,19457,30105,14736,15369,8150,4062,4088,
19,36231,17607,18624,27916,13549,14367,8315,4058,4257,
20,40223,19696,20527,31245,15115,16130,8978,4581,4397,
21,40492,20622,19870,31174,15912,15262,9318,4710,4608,
22,36001,17952,18049,27092,13479,13613,8909,4473,4436,
23,39595,19998,19597,29811,15032,14779,9784,4966,4818,
24,37538,18993,18545,28046,14118,13928,9492,4875,4617,
25,39004,20024,18980,28874,14550,14324,10130,5474,4656,
26,39894,20740,19154,29701,15217,14484,10193,5523,4670,
27,41751,21218,20533,31399,15765,15634,10352,5453,4899,
28,45276,22710,22566,34632,16996,17636,10644,5714,4930,
29,43850,22086,21764,33148,16222,16926,10702,5864,4838,
30,46536,23638,22898,36140,17917,18223,10396,5721,4675,
31,51769,25991,25778,40539,19818,20721,11230,6173,5057,
32,56398,28453,27945,44089,21677,22412,12309,6776,5533,
33,69878,35306,34572,56185,27899,28286,13693,7407,6286,
34,72466,36022,36444,58403,28372,30031,14063,7650,6413,
35,74089,36635,37454,59287,28624,30663,14802,8011,6791,
36,77012,38315,38697,62284,30323,31961,14728,7992,6736,
37,74073,36949,37124,59933,29221,30712,14140,7728,6412,
38,71956,35877,36079,58732,28713,30019,13224,7164,6060,
39,67689,33521,34168,55180,26877,28303,12509,6644,5865,
40,67233,32517,34716,54826,26004,28822,12407,6513,5894,
41,60339,29114,31225,49166,23266,25900,11173,5848,5325,
42,57587,27679,29908,46604,21896,24708,10983,5783,5200,
43,59236,28783,30453,47959,23033,24926,11277,5750,5527,
44,57449,27503,29946,46029,21597,24432,11420,5906,5514,
45,54508,25959,28549,43209,20224,22985,11299,5735,5564,
46,53203,25056,28147,41621,19223,22398,11582,5833,5749,
47,55938,26503,29435,43519,20332,23187,12419,6171,6248,
48,54359,25646,28713,41730,19379,22351,12629,6267,6362,
49,51425,24530,26895,38804,18115,20689,12621,6415,6206,
50,49279,23234,26045,37067,17098,19969,12212,6136,6076,
51,49198,23262,25936,36561,17030,19531,12637,6232,6405,
52,46549,21846,24703,33900,15509,18391,12649,6337,6312,
53,50060,23770,26290,36670,17021,19649,13390,6749,6641,
54,46506,21596,24910,33284,14882,18402,13222,6714,6508,
55,47133,21867,25266,33296,14749,18547,13837,7118,6719,
56,45876,21228,24648,32220,14277,17943,13656,6951,6705,
57,49865,22726,27139,34848,15157,19691,15017,7569,7448,
58,51836,23462,28374,36841,15858,20983,14995,7604,7391,
59,51274,22936,28338,36115,15373,20742,15159,7563,7596,
60,56058,25027,31031,40098,17074,23024,15960,7953,8007,
61,56175,24577,31598,40225,16675,23550,15950,7902,8048,
62,58307,25682,32625,42109,17778,24331,16198,7904,8294,
63,63600,27722,35878,46369,19396,26973,17231,8326,8905,
64,57073,24190,32883,41446,16713,24733,15627,7477,8150,
65,55137,22796,32341,40636,15972,24664,14501,6824,7677,
66,52436,21554,30882,38603,15134,23469,13833,6420,7413,
67,49180,19707,29473,36497,13950,22547,12683,5757,6926,
68,48995,19572,29423,36643,14019,22624,12352,5553,6799,
