0,1,2,3,4,5,6,7,8,9,10
"ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ ПО ПОЛУ И ВОЗРАСТУ  
 на 1 января 2024 года ",,,,,,,,,,Содержание
Приволжский федеральный округ,,,,,,,,,,
(человек),,,,,,,,,,
,,,,,,,,,,
,Всё население,,,Городское население,,,Сельское население,,,
,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,
Всего,28540832,13181850,15358982,20663709,9361212,11302497,7877123,3820638,4056485,
"в том числе в возрасте, лет",,,,,,,,,,
до 1 ,229818,118278,111540,167948,86491,81457,61870,31787,30083,
1,236169,121482,114687,173477,89319,84158,62692,32163,30529,
2,259578,134008,125570,191674,98972,92702,67904,35036,32868,
3,264921,136621,128300,195704,101012,94692,69217,35609,33608,
4,277270,142724,134546,206304,105967,100337,70966,36757,34209,
5,306633,157641,148992,228433,117310,111123,78200,40331,37869,
6,325139,167275,157864,243860,125471,118389,81279,41804,39475,
7,373960,192084,181876,284716,146079,138637,89244,46005,43239,
8,388450,199672,188778,292314,150285,142029,96136,49387,46749,
9,385462,198200,187262,278533,142732,135801,106929,55468,51461,
10,383928,197394,186534,275866,141629,134237,108062,55765,52297,
11,384210,197246,186964,274925,141060,133865,109285,56186,53099,
12,359847,185154,174693,256695,132059,124636,103152,53095,50057,
13,346780,178372,168408,247532,127337,120195,99248,51035,48213,
14,336852,173103,163749,238450,122484,115966,98402,50619,47783,
15,336405,171911,164494,236486,120590,115896,99919,51321,48598,
16,316681,162535,154146,228549,116980,111569,88132,45555,42577,
17,284377,146464,137913,210037,107949,102088,74340,38515,35825,
18,284958,143836,141122,217627,109418,108209,67331,34418,32913,
19,287064,144131,142933,213082,106068,107014,73982,38063,35919,
20,293024,149544,143480,215655,108629,107026,77369,40915,36454,
21,285842,146289,139553,207912,105454,102458,77930,40835,37095,
22,263122,133957,129165,188733,94814,93919,74389,39143,35246,
23,273659,139744,133915,197252,99222,98030,76407,40522,35885,
24,256662,130150,126512,184642,92127,92515,72020,38023,33997,
25,267582,137885,129697,191846,96254,95592,75736,41631,34105,
26,256296,132370,123926,183471,92334,91137,72825,40036,32789,
27,273533,139680,133853,199280,99524,99756,74253,40156,34097,
28,290415,146785,143630,214572,105597,108975,75843,41188,34655,
29,289517,147911,141606,214126,106218,107908,75391,41693,33698,
30,298923,151031,147892,226679,111417,115262,72244,39614,32630,
31,336768,169186,167582,258428,125735,132693,78340,43451,34889,
32,374822,187038,187784,288850,140268,148582,85972,46770,39202,
33,446899,224068,222831,347261,169477,177784,99638,54591,45047,
34,468836,233436,235400,362840,175810,187030,105996,57626,48370,
35,485600,241937,243663,371895,180199,191696,113705,61738,51967,
36,510361,254270,256091,390228,189256,200972,120133,65014,55119,
37,507978,253485,254493,391104,189592,201512,116874,63893,52981,
38,495769,246419,249350,384532,186390,198142,111237,60029,51208,
39,470702,232854,237848,359803,173384,186419,110899,59470,51429,
40,476157,233816,242341,363226,174112,189114,112931,59704,53227,
41,436931,212761,224170,331484,157198,174286,105447,55563,49884,
42,421829,205151,216678,318140,151180,166960,103689,53971,49718,
43,440862,213872,226990,337127,160332,176795,103735,53540,50195,
44,414135,198922,215213,310622,146079,164543,103513,52843,50670,
45,408290,194166,214124,305247,142192,163055,103043,51974,51069,
46,394199,185710,208489,290534,133912,156622,103665,51798,51867,
47,409377,193214,216163,301052,139540,161512,108325,53674,54651,
48,406124,190335,215789,298008,136988,161020,108116,53347,54769,
49,384496,181050,203446,276443,127912,148531,108053,53138,54915,
50,364676,170249,194427,261566,119553,142013,103110,50696,52414,
51,371250,173391,197859,264152,120919,143233,107098,52472,54626,
52,362042,168159,193883,253716,115296,138420,108326,52863,55463,
53,375397,175919,199478,263717,120865,142852,111680,55054,56626,
54,348220,160422,187798,238510,106596,131914,109710,53826,55884,
55,347060,159430,187630,234839,104309,130530,112221,55121,57100,
56,336242,153310,182932,223865,98331,125534,112377,54979,57398,
57,355700,160488,195212,235741,101936,133805,119959,58552,61407,
58,373961,167020,206941,251325,107968,143357,122636,59052,63584,
59,374943,166339,208604,248602,105818,142784,126341,60521,65820,
60,405912,178415,227497,269962,113543,156419,135950,64872,71078,
61,409801,177167,232634,272230,112447,159783,137571,64720,72851,
62,429581,184574,245007,286220,117047,169173,143361,67527,75834,
63,460332,196530,263802,309020,126057,182963,151312,70473,80839,
64,427378,178012,249366,285975,112797,173178,141403,65215,76188,
65,419121,171042,248079,285370,110320,175050,133751,60722,73029,
66,396571,159387,237184,269264,102694,166570,127307,56693,70614,
67,376977,148383,228594,260588,97619,162969,116389,50764,65625,
68,372227,144381,227846,258610,95652,162958,113617,48729,64888,
69,359107,135188,223919,251591,90228,161363,107516,44960,62556,
70,312618,115833,196785,221386,78420,142966,91232,37413,53819,
71,309621,112734,196887,219857,76389,143468,89764,36345,53419,
72,288380,101870,186510,206941,69965,136976,81439,31905,49534,
73,275315,95862,179453,201403,67334,134069,73912,28528,45384,
74,267502,90362,177140,195511,63122,132389,71991,27240,44751,
75,213585,70659,142926,157501,50135,107366,56084,20524,35560,
