0,1,2,3,4,5,6,7,8,9,10
"ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ ПО ПОЛУ И ВОЗРАСТУ  
 на 1 января 2024 года ",,,,,,,,,,Содержание
Орловская область,,,,,,,,,,
(человек),,,,,,,,,,
,,,,,,,,,,
,Всё население,,,Городское население,,,Сельское население,,,
,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,
Всего,692486,315095,377391,460807,205833,254974,231679,109262,122417,
"в том числе в возрасте, лет",,,,,,,,,,
до 1 ,4593,2393,2200,2889,1502,1387,1704,891,813,
1,4878,2561,2317,3093,1592,1501,1785,969,816,
2,5242,2706,2536,3408,1736,1672,1834,970,864,
3,5621,2911,2710,3709,1922,1787,1912,989,923,
4,5773,2946,2827,3751,1917,1834,2022,1029,993,
5,6476,3351,3125,4263,2179,2084,2213,1172,1041,
6,6812,3433,3379,4423,2219,2204,2389,1214,1175,
7,7837,4076,3761,5149,2656,2493,2688,1420,1268,
8,8128,4202,3926,5365,2760,2605,2763,1442,1321,
9,8037,4084,3953,4842,2466,2376,3195,1618,1577,
10,8081,4216,3865,4866,2499,2367,3215,1717,1498,
11,8311,4284,4027,4888,2476,2412,3423,1808,1615,
12,7843,4016,3827,4755,2412,2343,3088,1604,1484,
13,7977,4105,3872,5246,2676,2570,2731,1429,1302,
14,7694,3964,3730,5087,2661,2426,2607,1303,1304,
15,7973,4085,3888,5254,2642,2612,2719,1443,1276,
16,7397,3832,3565,4926,2553,2373,2471,1279,1192,
17,6673,3399,3274,4469,2250,2219,2204,1149,1055,
18,6389,3087,3302,4398,2109,2289,1991,978,1013,
19,6456,3135,3321,4372,2127,2245,2084,1008,1076,
20,6899,3433,3466,4634,2294,2340,2265,1139,1126,
21,6548,3307,3241,4438,2271,2167,2110,1036,1074,
22,6144,3176,2968,4287,2193,2094,1857,983,874,
23,6496,3324,3172,4334,2198,2136,2162,1126,1036,
24,5766,2980,2786,3812,1954,1858,1954,1026,928,
25,6033,3139,2894,4027,2074,1953,2006,1065,941,
26,5660,2991,2669,3737,1930,1807,1923,1061,862,
27,6232,3156,3076,4159,2100,2059,2073,1056,1017,
28,6534,3293,3241,4288,2142,2146,2246,1151,1095,
29,7207,3694,3513,4918,2467,2451,2289,1227,1062,
30,7483,3827,3656,5264,2621,2643,2219,1206,1013,
31,8877,4467,4410,6631,3224,3407,2246,1243,1003,
32,9899,4853,5046,7376,3576,3800,2523,1277,1246,
33,11116,5580,5536,8117,3988,4129,2999,1592,1407,
34,11498,5755,5743,8325,4061,4264,3173,1694,1479,
35,11247,5558,5689,7788,3712,4076,3459,1846,1613,
36,11341,5509,5832,7828,3753,4075,3513,1756,1757,
37,11222,5456,5766,7791,3708,4083,3431,1748,1683,
38,10945,5320,5625,7595,3591,4004,3350,1729,1621,
39,10539,5098,5441,7280,3470,3810,3259,1628,1631,
40,10918,5326,5592,7625,3623,4002,3293,1703,1590,
41,10420,5079,5341,7333,3526,3807,3087,1553,1534,
42,10096,4901,5195,7115,3419,3696,2981,1482,1499,
43,10860,5250,5610,7811,3760,4051,3049,1490,1559,
44,10215,4942,5273,7232,3466,3766,2983,1476,1507,
45,10365,4939,5426,7252,3424,3828,3113,1515,1598,
46,9740,4503,5237,6698,3054,3644,3042,1449,1593,
47,10172,4864,5308,6999,3371,3628,3173,1493,1680,
48,10115,4803,5312,6986,3300,3686,3129,1503,1626,
49,9805,4549,5256,6612,3032,3580,3193,1517,1676,
50,9295,4340,4955,6178,2863,3315,3117,1477,1640,
51,9381,4314,5067,6128,2790,3338,3253,1524,1729,
52,9657,4515,5142,6294,2913,3381,3363,1602,1761,
53,9467,4463,5004,6071,2845,3226,3396,1618,1778,
54,8872,4002,4870,5611,2501,3110,3261,1501,1760,
55,8660,3945,4715,5448,2427,3021,3212,1518,1694,
56,8542,3810,4732,5158,2243,2915,3384,1567,1817,
57,8884,3952,4932,5393,2292,3101,3491,1660,1831,
58,9449,4242,5207,5860,2552,3308,3589,1690,1899,
59,9025,4010,5015,5386,2300,3086,3639,1710,1929,
60,10433,4564,5869,6462,2673,3789,3971,1891,2080,
61,10346,4489,5857,6165,2521,3644,4181,1968,2213,
62,10856,4686,6170,6638,2716,3922,4218,1970,2248,
63,11931,5084,6847,7551,3087,4464,4380,1997,2383,
64,11018,4563,6455,6815,2657,4158,4203,1906,2297,
65,11308,4502,6806,7333,2741,4592,3975,1761,2214,
66,10839,4365,6474,6855,2571,4284,3984,1794,2190,
67,10870,4185,6685,7204,2640,4564,3666,1545,2121,
68,10072,3791,6281,6640,2308,4332,3432,1483,1949,
69,9703,3675,6028,6579,2419,4160,3124,1256,1868,
70,8374,3008,5366,5744,1976,3768,2630,1032,1598,
71,8483,3050,5433,5823,1976,3847,2660,1074,1586,
72,7771,2767,5004,5339,1824,3515,2432,943,1489,
73,7587,2622,4965,5259,1732,3527,2328,890,1438,
74,7899,2607,5292,5445,1732,3713,2454,875,1579,
75,6292,2085,4207,4462,1411,3051,1830,674,1156,
76,5131,1589,3542,3564,1080,2484,1567,509,1058,
77,4483,1405,3078,3186,984,2202,1297,421,876,
78,2274,759,1515,1679,562,1117,595,197,398,
79,1841,491,1350,1292,349,943,549,142,407,
80,1653,456,1197,1147,321,826,506,135,371,
81,2451,594,1857,1631,393,1238,820,201,619,
82,3391,778,2613,2219,517,1702,1172,261,911,
83,3100,696,2404,2017,475,1542,1083,221,862,
84,3240,702,2538,2073,461,1612,1167,241,926,
85,2972,626,2346,1899,408,1491,1073,218,855,
86,2170,434,1736,1347,290,1057,823,144,679,
87,1742,306,1436,1023,182,841,719,124,595,
88,1205,240,965,680,149,531,525,91,434,
89,682,121,561,403,75,328,279,46,233,
90,608,113,495,337,67,270,271,46,225,
91,660,107,553,365,64,301,295,43,252,
92,420,45,375,205,26,179,215,19,196,
93,327,76,251,168,34,134,159,42,117,
94,185,20,165,101,12,89,84,8,76,
95,131,6,125,71,1,70,60,5,55,
96,106,13,93,60,7,53,46,6,40,
97,58,14,44,28,2,26,30,12,18,
98,24,6,18,10,4,6,14,2,12,
99,20,2,18,8,2,6,12,–,12,
100 и более,15,2,13,8,2,6,7,–,7,
