0,1,2,3,4,5,6,7,8,9,10
"ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ ПО ПОЛУ И ВОЗРАСТУ  
 на 1 января 2024 года ",,,,,,,,,,Содержание
Сибирский федеральный округ,,,,,,,,,,
(человек),,,,,,,,,,
,,,,,,,,,,
,Всё население,,,Городское население,,,Сельское население,,,
,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,
Всего,16567143,7617667,8949476,12442708,5634476,6808232,4124435,1983191,2141244,
"в том числе в возрасте, лет",,,,,,,,,,
до 1 ,146184,75217,70967,106371,54752,51619,39813,20465,19348,
1,153166,78726,74440,112291,57665,54626,40875,21061,19814,
2,163903,84457,79446,120763,62316,58447,43140,22141,20999,
3,169485,86841,82644,125919,64478,61441,43566,22363,21203,
4,176343,90699,85644,129542,66589,62953,46801,24110,22691,
5,194356,100164,94192,143878,73807,70071,50478,26357,24121,
6,206070,105344,100726,152017,77746,74271,54053,27598,26455,
7,230673,118506,112167,172775,88514,84261,57898,29992,27906,
8,239817,122628,117189,179274,91822,87452,60543,30806,29737,
9,243665,124963,118702,174932,89662,85270,68733,35301,33432,
10,245836,125883,119953,175235,89824,85411,70601,36059,34542,
11,247246,126868,120378,175234,90375,84859,72012,36493,35519,
12,232220,118706,113514,163692,83554,80138,68528,35152,33376,
13,219919,113307,106612,156865,80803,76062,63054,32504,30550,
14,219743,112558,107185,155982,79952,76030,63761,32606,31155,
15,220564,113405,107159,155606,79970,75636,64958,33435,31523,
16,205049,105410,99639,147181,75586,71595,57868,29824,28044,
17,183469,94487,88982,135052,69471,65581,48417,25016,23401,
18,182088,91705,90383,139545,70205,69340,42543,21500,21043,
19,179703,90904,88799,137021,68827,68194,42682,22077,20605,
20,185513,94837,90676,143360,72327,71033,42153,22510,19643,
21,176583,89817,86766,136262,68732,67530,40321,21085,19236,
22,162679,82375,80304,125596,62904,62692,37083,19471,17612,
23,168699,85565,83134,127518,64023,63495,41181,21542,19639,
24,155782,79544,76238,118419,59824,58595,37363,19720,17643,
25,157967,80446,77521,119237,59605,59632,38730,20841,17889,
26,148915,75725,73190,112736,56341,56395,36179,19384,16795,
27,161028,80389,80639,123338,60699,62639,37690,19690,18000,
28,173126,86055,87071,134378,65348,69030,38748,20707,18041,
29,175949,88928,87021,136073,67841,68232,39876,21087,18789,
30,179171,89082,90089,140915,68226,72689,38256,20856,17400,
31,202217,99569,102648,163673,78298,85375,38544,21271,17273,
32,227895,111958,115937,185316,89070,96246,42579,22888,19691,
33,260224,127890,132334,211253,101947,109306,48971,25943,23028,
34,269472,131477,137995,216273,103359,112914,53199,28118,25081,
35,273594,132466,141128,215936,102238,113698,57658,30228,27430,
36,285752,137802,147950,224779,106294,118485,60973,31508,29465,
37,293701,143722,149979,232874,112115,120759,60827,31607,29220,
38,287001,139701,147300,227886,109204,118682,59115,30497,28618,
39,277303,132858,144445,216508,102382,114126,60795,30476,30319,
40,289007,136885,152122,225199,105307,119892,63808,31578,32230,
41,281298,132227,149071,218429,101135,117294,62869,31092,31777,
42,260888,122257,138631,201260,93158,108102,59628,29099,30529,
43,266602,127083,139519,207882,97947,109935,58720,29136,29584,
44,248517,115808,132709,191175,87980,103195,57342,27828,29514,
45,244425,113896,130529,187265,86122,101143,57160,27774,29386,
46,233301,107219,126082,177075,80190,96885,56226,27029,29197,
