0,1,2,3,4,5,6,7,8,9,10
"ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ ПО ПОЛУ И ВОЗРАСТУ  
 на 1 января 2024 года ",,,,,,,,,,Содержание
Центральный федеральный округ,,,,,,,,,,
(человек),,,,,,,,,,
,,,,,,,,,,
,Всё население,,,Городское население,,,Сельское население,,,
,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,
Всего,40198659,18618593,21580066,33031478,15177644,17853834,7167181,3440949,3726232,
"в том числе в возрасте, лет",,,,,,,,,,
до 1 ,319897,165058,154839,278685,143889,134796,41212,21169,20043,
1,329608,169650,159958,285123,146816,138307,44485,22834,21651,
2,351016,181274,169742,301140,155494,145646,49876,25780,24096,
3,363273,188431,174842,312389,161950,150439,50884,26481,24403,
4,379069,195978,183091,324141,167421,156720,54928,28557,26371,
5,406223,210650,195573,344715,178917,165798,61508,31733,29775,
6,427572,221764,205808,363208,188224,174984,64364,33540,30824,
7,478743,247571,231172,407110,210370,196740,71633,37201,34432,
8,484699,250674,234025,408318,211155,197163,76381,39519,36862,
9,469243,243067,226176,387895,200836,187059,81348,42231,39117,
10,464784,239763,225021,382696,197245,185451,82088,42518,39570,
11,466731,242068,224663,383740,199109,184631,82991,42959,40032,
12,440913,228195,212718,362486,187515,174971,78427,40680,37747,
13,435427,225109,210318,357039,184628,172411,78388,40481,37907,
14,421713,217617,204096,344703,177842,166861,77010,39775,37235,
15,411155,211248,199907,335149,171799,163350,76006,39449,36557,
16,385770,198967,186803,315549,162671,152878,70221,36296,33925,
17,368567,189709,178858,304298,156468,147830,64269,33241,31028,
18,379727,195702,184025,317210,162831,154379,62517,32871,29646,
19,364272,186671,177601,299136,151756,147380,65136,34915,30221,
20,394219,203509,190710,328081,168641,159440,66138,34868,31270,
21,394955,208334,186621,332248,175698,156550,62707,32636,30071,
22,365227,190101,175126,300711,155534,145177,64516,34567,29949,
23,415969,218974,196995,345065,181538,163527,70904,37436,33468,
24,384576,200606,183970,319404,166583,152821,65172,34023,31149,
25,362267,186116,176151,296805,151822,144983,65462,34294,31168,
26,360261,185361,174900,298381,152349,146032,61880,33012,28868,
27,407474,207443,200031,339268,171241,168027,68206,36202,32004,
28,439306,221185,218121,366787,183131,183656,72519,38054,34465,
29,405486,204768,200718,335694,167424,168270,69792,37344,32448,
30,418118,208804,209314,347035,171209,175826,71083,37595,33488,
31,463306,228816,234490,386963,188365,198598,76343,40451,35892,
32,510960,252551,258409,426851,208732,218119,84109,43819,40290,
33,652971,326450,326521,549299,271674,277625,103672,54776,48896,
34,669149,330612,338537,560755,274154,286601,108394,56458,51936,
35,680272,332797,347475,566983,273885,293098,113289,58912,54377,
36,718409,352384,366025,596986,289184,307802,121423,63200,58223,
37,725124,355538,369586,602190,291308,310882,122934,64230,58704,
38,738717,361105,377612,615792,297102,318690,122925,64003,58922,
39,682258,334571,347687,567847,274882,292965,114411,59689,54722,
40,695547,337120,358427,579320,276898,302422,116227,60222,56005,
41,654736,317165,337571,544925,260711,284214,109811,56454,53357,
42,620575,300126,320449,516352,246545,269807,104223,53581,50642,
43,714356,350700,363656,596377,289825,306552,117979,60875,57104,
44,627057,302661,324396,520539,248158,272381,106518,54503,52015,
45,615400,296732,318668,508754,242438,266316,106646,54294,52352,
46,568324,270666,297658,468379,220272,248107,99945,50394,49551,
47,606513,291197,315316,500515,237791,262724,105998,53406,52592,
48,606701,290158,316543,499090,236145,262945,107611,54013,53598,
49,566887,270027,296860,464049,218735,245314,102838,51292,51546,
50,535286,253097,282189,437586,204603,232983,97700,48494,49206,
51,542845,256386,286459,442490,206577,235913,100355,49809,50546,
52,519256,244460,274796,420443,195363,225080,98813,49097,49716,
53,567433,272491,294942,462397,220060,242337,105036,52431,52605,
54,501924,235567,266357,404528,187531,216997,97396,48036,49360,
55,505485,235921,269564,405781,187270,218511,99704,48651,51053,
56,459428,209503,249925,364576,163407,201169,94852,46096,48756,
57,478861,216715,262146,379367,168942,210425,99494,47773,51721,
58,523537,237413,286124,416387,186234,230153,107150,51179,55971,
59,501681,218803,282878,398293,169892,228401,103388,48911,54477,
60,557407,241834,315573,442349,187788,254561,115058,54046,61012,
61,554808,235308,319500,438052,180671,257381,116756,54637,62119,
62,567859,237444,330415,447579,181661,265918,120280,55783,64497,
63,633416,267881,365535,501969,207199,294770,131447,60682,70765,
64,575811,239867,335944,454558,184832,269726,121253,55035,66218,
65,583603,240716,342887,461376,186003,275373,122227,54713,67514,
66,537844,217981,319863,424780,167899,256881,113064,50082,62982,
67,541701,217500,324201,431392,169184,262208,110309,48316,61993,
68,528658,209811,318847,425192,165333,259859,103466,44478,58988,
69,499008,193355,305653,400389,151985,248404,98619,41370,57249,
70,437790,166127,271663,354023,131855,222168,83767,34272,49495,
71,441549,165373,276176,357695,131536,226159,83854,33837,50017,
72,404487,145988,258499,328145,116110,212035,76342,29878,46464,
73,414784,152325,262459,338275,122471,215804,76509,29854,46655,
74,402428,140826,261602,327761,112704,215057,74667,28122,46545,
75,324315,112330,211985,267149,91259,175890,57166,21071,36095,
76,300806,102149,198657,252086,84981,167105,48720,17168,31552,
77,274504,92187,182317,230271,77461,152810,44233,14726,29507,
78,180559,63570,116989,154587,54850,99737,25972,8720,17252,
79,116491,37903,78588,98513,32383,66130,17978,5520,12458,
80,95121,30766,64355,78428,25770,52658,16693,4996,11697,
81,134618,39459,95159,108510,32319,76191,26108,7140,18968,
82,196893,53172,143721,157957,43453,114504,38936,9719,29217,
83,190644,52403,138241,153644,43264,110380,37000,9139,27861,
84,188916,48725,140191,152165,39964,112201,36751,8761,27990,
85,170159,42052,128107,136294,34516,101778,33865,7536,26329,
86,148991,37707,111284,122719,31681,91038,26272,6026,20246,
87,103074,25823,77251,82220,21190,61030,20854,4633,16221,
88,79719,20415,59304,64165,17042,47123,15554,3373,12181,
89,51272,12561,38711,41556,10494,31062,9716,2067,7649,
90,43029,10123,32906,34418,8347,26071,8611,1776,6835,
91,47646,10963,36683,37974,9147,28827,9672,1816,7856,
92,30271,6778,23493,23982,5624,18358,6289,1154,5135,
93,27563,6507,21056,21650,5362,16288,5913,1145,4768,
94,17908,3910,13998,14105,3290,10815,3803,620,3183,
95,13663,3005,10658,10887,2534,8353,2776,471,2305,
96,10202,2264,7938,8200,1974,6226,2002,290,1712,
97,7326,1733,5593,6040,1475,4565,1286,258,1028,
98,5570,1323,4247,4729,1196,3533,841,127,714,
99,3696,868,2828,3175,769,2406,521,99,422,
100 и более,5292,1462,3830,4496,1279,3217,796,183,613,
моложе трудоспособного,6650066,3438117,3211949,5578537,2883210,2695327,1071529,554907,516622,
трудоспособного,23244776,12002568,11242208,19141052,9765699,9375353,4103724,2236869,1866855,
старше трудоспособного,10303817,3177908,7125909,8311889,2528735,5783154,1991928,649173,1342755,
