0,1,2,3,4,5,6,7,8,9,10
"ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ ПО ПОЛУ И ВОЗРАСТУ  
 на 1 января 2024 года ",,,,,,,,,,Содержание
Новгородская область,,,,,,,,,,
(человек),,,,,,,,,,
,,,,,,,,,,
,Всё население,,,Городское население,,,Сельское население,,,
,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,"мужчины
и женщины ",мужчины,женщины,
Всего,571447,256301,315146,418394,183533,234861,153053,72768,80285,
"в том числе в возрасте, лет",,,,,,,,,,
до 1 ,3979,2031,1948,3100,1585,1515,879,446,433,
1,4260,2200,2060,3310,1698,1612,950,502,448,
2,4575,2320,2255,3545,1799,1746,1030,521,509,
3,4845,2499,2346,3822,1974,1848,1023,525,498,
4,5202,2737,2465,4078,2153,1925,1124,584,540,
5,5850,3048,2802,4589,2372,2217,1261,676,585,
6,6403,3369,3034,5086,2684,2402,1317,685,632,
7,7102,3669,3433,5723,2960,2763,1379,709,670,
8,7436,3860,3576,5910,3056,2854,1526,804,722,
9,7390,3810,3580,5427,2818,2609,1963,992,971,
10,7267,3729,3538,5283,2728,2555,1984,1001,983,
11,7484,3795,3689,5374,2718,2656,2110,1077,1033,
12,7057,3675,3382,5207,2720,2487,1850,955,895,
13,6974,3567,3407,5327,2719,2608,1647,848,799,
14,6815,3586,3229,5119,2700,2419,1696,886,810,
15,6775,3547,3228,5075,2657,2418,1700,890,810,
16,6766,3518,3248,5054,2657,2397,1712,861,851,
17,6184,3191,2993,4639,2383,2256,1545,808,737,
18,5843,2993,2850,4649,2362,2287,1194,631,563,
19,6120,3078,3042,4742,2366,2376,1378,712,666,
20,5738,3028,2710,4347,2248,2099,1391,780,611,
21,5711,2894,2817,4297,2188,2109,1414,706,708,
22,5411,2789,2622,3973,2008,1965,1438,781,657,
23,4785,2477,2308,3502,1767,1735,1283,710,573,
24,4792,2415,2377,3383,1701,1682,1409,714,695,
25,5515,2989,2526,3973,2163,1810,1542,826,716,
26,5044,2418,2626,3738,1748,1990,1306,670,636,
27,5288,2841,2447,3932,2085,1847,1356,756,600,
28,5411,2825,2586,3991,1988,2003,1420,837,583,
29,5772,3044,2728,4435,2303,2132,1337,741,596,
30,4938,2587,2351,3766,1903,1863,1172,684,488,
31,5744,2973,2771,4436,2262,2174,1308,711,597,
32,6667,3420,3247,5067,2533,2534,1600,887,713,
33,7746,3921,3825,5946,2915,3031,1800,1006,794,
34,8482,4132,4350,6411,3015,3396,2071,1117,954,
35,8939,4551,4388,6716,3313,3403,2223,1238,985,
36,10201,5053,5148,7759,3707,4052,2442,1346,1096,
37,9698,4893,4805,7284,3536,3748,2414,1357,1057,
38,9389,4692,4697,7123,3407,3716,2266,1285,981,
39,9218,4562,4656,6954,3330,3624,2264,1232,1032,
40,9491,4603,4888,7198,3395,3803,2293,1208,1085,
41,9144,4400,4744,6833,3178,3655,2311,1222,1089,
42,8521,4056,4465,6460,3017,3443,2061,1039,1022,
43,8996,4358,4638,6762,3201,3561,2234,1157,1077,
44,8412,4045,4367,6428,3032,3396,1984,1013,971,
45,8355,3903,4452,6136,2776,3360,2219,1127,1092,
46,7948,3720,4228,5950,2680,3270,1998,1040,958,
47,8219,3911,4308,6105,2843,3262,2114,1068,1046,
48,8310,3912,4398,6155,2855,3300,2155,1057,1098,
49,7718,3686,4032,5682,2653,3029,2036,1033,1003,
50,7588,3586,4002,5586,2594,2992,2002,992,1010,
51,7571,3498,4073,5516,2454,3062,2055,1044,1011,
52,7359,3409,3950,5365,2386,2979,1994,1023,971,
53,7513,3296,4217,5454,2329,3125,2059,967,1092,
54,6857,3027,3830,4797,2043,2754,2060,984,1076,
55,6758,2913,3845,4739,1995,2744,2019,918,1101,
56,6860,2936,3924,4815,1990,2825,2045,946,1099,
57,7312,3071,4241,5085,2080,3005,2227,991,1236,
58,7701,3197,4504,5257,2070,3187,2444,1127,1317,
59,7734,3278,4456,5234,2113,3121,2500,1165,1335,
60,8109,3377,4732,5519,2224,3295,2590,1153,1437,
61,8739,3524,5215,5897,2247,3650,2842,1277,1565,
62,8127,3145,4982,5614,2017,3597,2513,1128,1385,
63,8245,3061,5184,5618,1948,3670,2627,1113,1514,
64,9224,3709,5515,6198,2323,3875,3026,1386,1640,
65,9391,3655,5736,6326,2257,4069,3065,1398,1667,
66,9118,3449,5669,6246,2193,4053,2872,1256,1616,
67,8616,3140,5476,5873,2008,3865,2743,1132,1611,
68,7589,2528,5061,5337,1630,3707,2252,898,1354,
69,7328,2337,4991,5187,1557,3630,2141,780,1361,
70,6424,2055,4369,4571,1336,3235,1853,719,1134,
71,6157,1871,4286,4350,1188,3162,1807,683,1124,
72,6816,2204,4612,4842,1454,3388,1974,750,1224,
73,6408,2044,4364,4451,1302,3149,1957,742,1215,
74,6488,1927,4561,4588,1233,3355,1900,694,1206,
75,4811,1419,3392,3459,952,2507,1352,467,885,
76,4137,1207,2930,2952,766,2186,1185,441,744,
77,3551,1022,2529,2545,663,1882,1006,359,647,
78,2242,681,1561,1623,472,1151,619,209,410,
79,1544,401,1143,1104,268,836,440,133,307,
80,1264,340,924,900,231,669,364,109,255,
81,1723,398,1325,1214,259,955,509,139,370,
82,2934,616,2318,2045,400,1645,889,216,673,
83,2511,543,1968,1765,357,1408,746,186,560,
84,2672,533,2139,1878,348,1530,794,185,609,
85,2365,411,1954,1660,274,1386,705,137,568,
86,2065,365,1700,1380,228,1152,685,137,548,
87,1317,242,1075,867,163,704,450,79,371,
88,1088,167,921,690,102,588,398,65,333,
89,745,104,641,494,58,436,251,46,205,
90,623,68,555,400,39,361,223,29,194,
91,524,64,460,323,25,298,201,39,162,
92,388,50,338,228,33,195,160,17,143,
93,298,33,265,188,19,169,110,14,96,
94,194,24,170,126,12,114,68,12,56,
95,154,12,142,84,5,79,70,7,63,
96,123,16,107,69,7,62,54,9,45,
97,84,6,78,44,3,41,40,3,37,
98,38,6,32,25,5,20,13,1,12,
99,31,6,25,19,5,14,12,1,11,
100 и более,59,10,49,46,9,37,13,1,12,
моложе трудоспособного,99414,51442,47972,75975,39341,36634,23439,12101,11338,
трудоспособного,318855,164135,154720,235854,118060,117794,83001,46075,36926,
старше трудоспособного,153178,40724,112454,106565,26132,80433,46613,14592,32021,
